Flowable,Context,Unit,UUID,VADD,WAGE,TAX,JOBS,CRHW,CMSW,CCDD
"N-NITROSOPYRROLIDINE (OR) PYRROLIDINE, 1-NITROSO-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
NAPHTHALENE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"NICKEL CARBONYL (OR) NICKEL CARBONYL NI(CO)4, (T-4)-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
NICKEL CYANIDE (OR) NICKEL CYANIDE NI(CN)2,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"NICOTINE, & SALTS (OR) PYRIDINE, 3-(1-METHYL-2-PYRROLIDINYL)-,(S)-, & SALTS",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"NITRIC ACID, THALLIUM(1+) SALT (OR) THALLIUM(I) NITRATE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
NITRIC OXIDE (OR) NITROGEN OXIDE NO,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
NITROBENZENE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
NITROGEN DIOXIDE (OR) NITROGEN OXIDE NO2,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
NONHALOGEN. SOLVENT,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
Nonwastewaters from the production of dyes and/or pigments.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"O-CHLOROPHENOL (OR) PHENOL, 2-CHLORO-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
O-CRESOL,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OIL-WATER EMULSION,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OILY SLUDGE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
ORGANIC CONDENSATE FROM THE SOLVENT RECOVERY COLUMN IN THE PRODUCTION OF TOLUENE DIISOCYANATE VIA PHOSGENATION OF TOLUENEDIAMINE.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"ORGANIC RESIDULES EXCLUDING SPENT CARBON ADSORBENT, FROM THE SPENT CHLORINE GAS AND HYDROCHLORIC ACID RECOVERY PROCESSES ASSOCIATED WITH THE PRODUCTION OF ALPHA (OR METHYL-) CHLORINATED TOLUNES, BENZOYL CHLORIDES, AND COMPOUNDS WITH MIXTURES OF THESE FUNC",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"ORGANIC WASTE (INCLUDING HEAVY ENDS, STILL BOTTOMS, LIGHT ENDS, SPENT SOLVENTS, FILTRATES, AND DECANTATES) FROM THE PRODUCTION OF CARBAMATES AND CARBAMOYL OXIMES.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"OSMIUM OXIDE OSO4, (T-4)- (OR) OSMIUM TETROXIDE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTH INORGANIC LIQUID,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTH INORGANIC SLUDGE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTH INORGANIC SOLIDS,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTH ORGANIC LIQUID,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTH ORGANIC SOLIDS,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTHER AQUEOUS WST,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTHER ORGANIC SLUDGE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
OTHER SLUDGES,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"P-CHLORO-M-CRESOL (OR) PHENOL, 4-CHLORO-3-METHYL-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
P-CRESOL,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"P-NITROPHENOL (I,T) (OR) PHENOL, 4-NITRO-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PAINT THINNER,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PAINT, INK SLUDGE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PAINT, INK, ETC.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PARATHION (OR) PHOSPHOROTHIOIC ACID, O,O-DIETHYL-O-(4-NITROPHENYL) ESTER",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PENTACHLOROPHENOL,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PESTICIDE SOLIDS,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PETROLEUM REFINERY PRIMARY OIL/WATER/SOLIDS SEPARATION SLUDGE - ANY SLUDGE GENERATED FROM THE GRAVITATIONAL SEPARATION OF OIL/WATER/SOLIDS DURING THE STORAGE OR TREATMENT OF PROCESS WASTEWATERS AND OILY COOLING WASTEWATERS FROM PETROLEUM REFINERIES.  SUCH,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PETROLEUM REFINERY SECONDARY (EMULSIFIED) OIL/WATER/SOLIDS SEPARATION SLUDGE - ANY SLUDGE AND/OR FLOAT GENERATED FROM THE PHYSICAL AND/OR CHEMICAL SEPARATION OF OIL/WATER/SOLIDS IN PROCESS WASTEWATERS AND OILY COOLING WASTEWATERS FROM PETROLEUM REFINERIES,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PHENOL,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PHENOL, 2-(1-METHYLETHOXY)-, METHYLCARBAMATE (OR) PROPOXUR",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PHENYLTHIOUREA (OR) THIOUREA, PHENYL-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PHORATE (OR) PHOSPHORODITHIOIC ACID, O,O-DIETHYL S-[(ETHYLTHIO)METHYL] ESTER",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PHOSPHORUS SULFIDE (R) (OR) SULFUR PHOSPHIDE (R),Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PHYSOSTIGMINE (OR) PYRROLO[2,3-B]INDOL-5-OL, 1,2,3,3A,8,8A-HEXAHYDRO-1,3A,8-TRIMETHYL-METHYLCARBAMATE (ESTER), (3AS-CIS)-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PLATING BATH RESIDUES FROM THE BOTTOM OF PLATING BATHS FROM ELECTROPLATING OPERATIONS IN WHICH CYANIDES ARE USED IN THE PROCESS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PLUMBANE, TETRAETHYL- (OR) TETRAETHYL LEAD",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
POTASSIUM CYANIDE (OR) POTASSIUM CYANIDE K(CN),Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PROCESS RESIDUES FROM THE RECOVERY OF COAL TAR, INCLUDING, BUT NOT LIMITED TO, TAR COLLECTING SUMP RESIDUES FROM THE PRODUCTION OF COKE FROM COAL OR THE RECOVERY OF COKE BY-PRODUCTS PRODUCED FROM COAL.  THIS LISTING DOES NOT INCLUDE K087 (DECANTER TANK SL",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PROCESS RESIDUES FROM THE RECOVERY OF LIGHT OIL, INCLUDING, BUT NOT LIMITED TO, THOSE GENERATED IN STILLS, DECANTERS, AND WASH OIL RECOVERY UNITS FROM THE RECOVERY OF COKE BY-PRODUCTS PRODUCED FROM COAL.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PROCESS WASTES INCLUDING, BUT NOT LIMITED TO, DISTILLATION RESIDUES, HEAVY ENDS, TARS, AND REACTOR CLEAN-OUT WASTES FROM THE PRODUCTION OF CERTAIN CHLORINATED ALIPHATIC HYDROCARBONS BY FREE RADICAL CATALYZED PROCESSES.  THESE CHLORINATED ALIPHATIC HYDROCA",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PRODUCT WASHWATERS FROM THE PRODUCTION OF DINITROTOLUENE VIA NITRATION OF TOLUENE.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"PURIFICATION SOLIDS (INCLUDING FILTRATION, EVAPORATION, AND CENTRIFUGATION SOLIDS), BAG HOUSE DUST AND FLOOR SWEEPINGS FROM THE PRODUCTION OF DITHIOCARBAMATE ACIDS AND THEIR SALTS. (THIS LISTING DOES NOT INCLUDE K125 OR K126).",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
PYRIDINE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
QUENCHING BATH RESIDUES FROM OIL BATHS FROM METAL HEAT TREATING OPERATIONS IN WHICH CYANIDES ARE USED IN THE PROCESS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
QUENCHING WASTEWATER TREATMENT SLUDGES FROM METAL HEAT TREATING OPERATIONS IN WHICH CYANIDES ARE USED IN THE PROCESS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
REACTIVE ORG. LIQUID,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
REACTIVE WASTE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"RESERPINE (OR) YOHIMBAN-16-CARBOXYLIC ACID, 11,17-DIMETHOXY-18-[(3,4,5-TRIMETHOXYBENZOYL)OXY]-, METHYL ESTER, (3BETA, 16BETA, 17ALPHA, 18BETA, 20ALPHA)-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"RESIDUES FROM COAL TAR DISTILLATION, INCLUDING, BUT NOT LIMITED TO, STILL BOTTOMS.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
RESIDUES FROM MANUFACTURING AND MANUFACTURING-SITE STORAGE OF FERRIC CHLORIDE FROM ACIDS FORMED DURING THE PRODUCTION OF TITANIUM DIOXIDE USING THE CHLORIDE-ILMENITE PROCESS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
RESIDUES FROM NAPHTHALENE COLLECTION AND RECOVERY OPERATIONS FROM THE RECOVERY OF COKE BY-PRODUCTS PRODUCED FROM COAL.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"RESINS, TAR SLUDGE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SEDIMENT,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SELENIOUS ACID (OR) SELENIUM DIOXIDE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"SELENIOUS ACID, DITHALLIUM (1+) SALT (OR) THALLIUM(I) SELENITE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SELENIUM,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"SELENIUM SULFIDE (OR) SELENIUM SULFIDE SES2 (R,T)",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SILVER,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SILVER CYANIDE (OR) SILVER CYANIDE AG(CN),Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SLOP OIL EMULSION SOLIDS FROM THE PETROLEUM REFINING INDUSTRY.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SODIUM AZIDE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SODIUM CYANIDE (OR) SODIUM CYANIDE NA(CN),Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"SOLID RESINS, ETC.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SOLID THERMAL RES.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SOLVENT MIXTURE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"SOLVENT WASHES AND SLUDGES, CAUSTIC WASHES AND SLUDGES, OR WATER WASHES AND SLUDGES FROM CLEANING TUBS AND EQUIPMENT USED IN THE FORMULATION OF INK FROM PIGMENTS, DRIERS, SOAPS, AND STABILIZERS CONTAINING CHROMIUM AND LEAD.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT ABSORBENT AND WASTEWATER SEPARATOR SOLIDS FROM THE PRODUCTION OF METHYL BROMIDE.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT ACID,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT CARBON FROM THE TREATMENT OF WASTEWATER CONTAINING EXPLOSIVES.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT CYANIDE PLATING BATH SOLUTIONS FROM ELECTROPLATING OPERATIONS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT CYANIDE SOLUTIONS FROM SLAT BATH POT CLEANING FROM METAL HEAT TREATING OPERATIONS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT FILTERS,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"SPENT HYDROREFINING CATALYST FROM PETROLEUM REFINING OPERATIONS, INCLUDING GUARD BEDS USED TO DESULFURIZE FEEDS TO OTHER CATALYTIC REACTORS (THIS LISTING DOES NOT INCLUDE INERT SUPPORT MEDIA)",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"SPENT HYDROTREATING CATALYST FROM PETROLEUM REFINING OPERATIONS,INCLUDING GUARD BEDS USED TO DESULFURIZE FEEDS TO OTHER CATALYTIC REACTORS (THIS LISTING DOES NOT INCLUDE INERT SUPPORT MEDIA)",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT PICKLE LIQUOR FROM STEEL FINISHING OPERATIONS OF PLANTS THAT PRODUCE IRON OR STEEL.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT POTLINERS FROM PRIMARY ALUMINUM REDUCTION.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
SPENT STRIPPING AND CLEANING BATH SOLUTIONS FROM ELECTROPLATING OPERATIONS IN WHICH CYANIDES ARE USED IN THE PROCESS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
STILL BOTTOMS,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
STILL BOTTOMS FROM THE DISTILLATION OF BENZYL CHLORIDE.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"STRYCHNIDIN-10-ONE, & SALTS (OR) STRYCHNINE, & SALTS",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"SULFURIC ACID, DITHALLIUM (1+) SALT (OR) THALLIUM(I) SULFATE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
TANK BOTTOMS (LEADED) FROM THE PETROLEUM REFINING INDUSTRY.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
TANK STORAGE RESIDUES FROM THE PRODUCTION OF COKE FROM COAL OR FROM THE RECOVERY OF COKE BY-PRODUCTS FROM COAL.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
TETRACHLOROETHYLENE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"THE FOLLOWING SPENT HALOGENATED SOLVENTS USED IN DEGREASING: TETRACHLOROETHYLENE, TRICHLORETHYLENE, METHYLENE CHLORIDE, 1,1,1-TRICHLOROETHANE, CARBON TETRACHLORIDE AND CHLORINATED FLUOROCARBONS; ALL SPENT SOLVENT MIXTURES/BLENDS USED IN DEGREASING CONTAIN",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"THE FOLLOWING SPENT HALOGENATED SOLVENTS: TETRACHLOROETHYLENE, METHYLENE CHLORIDE, TRICHLOROETHYLENE, 1,1,1-TRICHLOROETHANE, CHLOROBENZENE, 1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE, ORTHO-DICHLOROBENZENE, TRICHLOROFLUOROMETHANE, AND 1,1,2, TRICHLOROETHANE; A",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"THE FOLLOWING SPENT NONHALOGENATED SOLVENTS: CRESOLS, CRESYLIC ACID, AND NITROBENZENE; AND THE STILL BOTTOMS FROM THE RECOVERY OF THESE SOLVENTS; ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, A TOTAL OF TEN PERCENT OR MORE (BY VOLUME) OF ONE O",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"THE FOLLOWING SPENT NONHALOGENATED SOLVENTS: TOLUENE, METHYL ETHYL KETONE, CARBON DISULFIDE, ISOBUTANOL, PYRIDINE, BENZENE, 2-ETHOXYETHANOL, AND 2-NITROPROPANE; ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, A TOTAL OF TEN PERCENT OR MORE (BY V",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"THE FOLLOWING SPENT NONHALOGENATED SOLVENTS: XYLENE, ACETONE, ETHYL ACETATE, ETHYL BENZENE, ETHYL ETHER, METHYL ISOBUTYL KETONE, N-BUTYL ALCOHOL, CYCLOHEXANONE, AND METHANOL; ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, ONLY THE ABOVE SPENT N",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"THIOPEROXYDICARBONIC DIAMIDE [(H2N)C(S)]2S2, TETRAMETHYL- (OR) THIRAM",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
THIOUREA,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"TOXAPHENE (C10 H10 CL8, TECHNICAL CHLORINATED CAMPHENE, 67-69 PERCENT CHLORINE)",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
TRICHLORETHYLENE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"UNTREATED WASTEWATER FROM THE PRODUCTION OF 2,4-D.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
VANADIUM OXIDE V2O5 (OR) VANADIUM PENTOXIDE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
VICINALS FROM THE PURIFICATION OF TOLUENEDIAMINE IN PRODUCTION OF TOLUENEDIAMINE VIA HYDROGENATION OF DINITROTOLUENE.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
VINYL CHLORIDE,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTE OIL,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTE PHARMACEUTICAL,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTES (EXCEPT WASTEWATER AND SPENT CARBON FROM HYDROGEN CHLORIDE PURIFICATION) FROM THE MANUFACTURING USE (AS A REACTANT, CHEMICAL INTERMEDIATE, OR COMPONENT IN A FORMULATING PROCESS) OF TETRA-, PENTA-, OR HEXACHLOROBENZENES UNDER ALKALINE CONDITIONS.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTES (EXCEPT WASTEWATER AND SPENT CARBON FROM HYDROGEN CHLORIDE PURIFICATION) FROM THE PRODUCTION OF MATERIALS ON EQUIPMENT PREVIOUSLY USED FOR THE PRODUCTION OR MANUFACTURING USE (AS A REACTANT, CHEMICAL INTERMEDIATE, OR COMPONENT IN A FORMULATING PROC",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTES (EXCEPT WASTEWATER AND SPENT CARBON FROM HYDROGEN CHLORIDE PURIFICATION) FROM THE PRODUCTION OR MANUFACTURING USE (AS A REACTANT, CHEMICAL INTERMEDIATE, OR COMPONENT IN A FORMULATING PROCESS) OF PENTACHLOROPHENOL, OR OF INTERMEDIATES USED TO PRODUC",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTES (EXCEPT WASTEWATER AND SPENT CARBON FROM HYDROGEN CHLORIDE PURIFICATION) FROM THE PRODUCTION OR MANUFACTURING USE (AS A REACTANT, CHEMICAL INTERMEDIATE, OR COMPONENT IN A FORMULATING PROCESS) OF TRI- OR TETRACHLOROPHENOL OR OF INTERMEDIATES USED TO",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER FROM THE REACTOR AND SPENT SULFURIC ACID FROM THE ACID DRYER FROM THE PRODUCTION OF METHYL BROMIDE.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER FROM THE WASHING AND STRIPPING OF PHORATE PRODUCTION.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER TREATMENT SLUDGE FROM THE MERCURY CELL PROCESS IN CHLORINE PRODUCTION.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER TREATMENT SLUDGE FROM THE PRODUCTION OF CHROME GREEN PIGMENTS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER TREATMENT SLUDGE FROM THE PRODUCTION OF CHROME OXIDE GREEN PIGMENTS (ANHYDROUS AND HYDRATED).,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER TREATMENT SLUDGE FROM THE PRODUCTION OF IRON BLUE PIGMENTS.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTEWATER TREATMENT SLUDGES FROM ELECTROPLATING OPERATIONS, EXCEPT FROM THE FOLLOWING PROCESSES: (1) SULFURIC ACID ANODIZING OF ALUMINUM; (2) TIN PLATING ON CARBON STEEL; (3) ZINC PLATING (SEGREGATED BASIS) ON CARBON STEEL; (4) ALUMINUM OR ZINC-ALUMINUM ",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTEWATER TREATMENT SLUDGES FROM THE CHEMICAL CONVERSION COATING OF ALUMINUM, EXCEPT FROM ZIRCONIUM PHOSPHATING IN ALUMINUM CAN WASHING WHEN SUCH PHOSPHATING IS AN EXCLUSIVE CONVERSION COATING PROCESS.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER TREATMENT SLUDGES FROM THE MANUFACTURING AND PROCESSING OF EXPLOSIVES.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTEWATER TREATMENT SLUDGES FROM THE MANUFACTURING, FORMULATION, AND LOADING OF LEAD-BASED INITIATING COMPOUNDS.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
WASTEWATER TREATMENT SLUDGES GENERATED IN THE PRODUCTION OF CREOSOTE.,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTEWATERS (INCLUDING SCRUBBER WATERS, CONDENSER WATERS, WASHWATERS, AND SEPARATION WATERS) FROM THE PRODUCTION OF CARBAMATES AND CARBAMOYL OXIMES.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTEWATERS, PROCESS RESIDUALS, PRESERVATIVE DRIPPAGE, AND SPENT FORMULATIONS FROM WOOD PRESERVING PROCESSES GENERATED AT PLANTS THAT CURRENTLY USE, OR HAVE PREVIOUSLY USED, CHLOROPHENOLIC FORMULATIONS [EXCEPT POTENTIALLY CROSS-CONTAMINATED WASTES THAT HA",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTEWATERS, PROCESS RESIDUALS, PRESERVATIVE DRIPPAGE, AND SPENT FORMULATIONS FROM WOOD PRESERVING PROCESSES GENERATED AT PLANTS THAT USE CREOSOTE FORMULATIONS.  THIS LISTING DOES NOT INCLUDE K001 BOTTOM SEDIMENT SLUDGE FROM THE TREATMENT OF WASTEWATER FR",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"WASTEWATERS, PROCESS RESIDUALS, PRESERVATIVE DRIPPAGE, AND SPENT FORMULATIONS FROM WOOD PRESERVING PROCESSES GENERATED AT PLANTS THAT USE INORGANIC PRESERVATIVES CONTAINING ARSENIC OR CHROMIUM.  THIS LISTING DOES NOT INCLUDE K001 BOTTOM SEDIMENT SLUDGE FR",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
ZINC CYANIDE (OR) ZINC CYANIDE ZN(CN)2,Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"ZINC PHOSPHIDE ZN3P2, WHEN PRESENT AT CONCENTRATIONS GREATER THAN 10% (R,T)",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"ZINC PHOSPHIDE ZN3P2, WHEN PRESENT AT CONCENTRATIONS OF 10% OR LESS",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"ZINC, BIS(DIMETHYLCARBAMODITHIOATO-S,S')-, (OR) ZIRAM",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"[1,1'-BIPHENYL]-4,4'-DIAMINE (OR) BENZIDINE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"[1,1'-BIPHENYL]-4,4'-DIAMINE, 3,3'-DIMETHOXY- (OR) 3,3'-DIMETHOXYBENZIDINE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"[1,1'-BIPHENYL]-4,4'-DIAMINE, 3,3'-DIMETHYL- (OR) 3,3'-DIMETHYLBENZIDINE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1,2-DIMETHYLHYDRAZINE (OR) HYDRAZINE, 1,2-DIPHENYL-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1,3,5-TRINITROBENZENE (R,T) (OR) BENZENE, 1,3,5-TRINITRO-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1,3-BENZODIOXOLE, 5-(1-PROPENYL)- (OR) ISOSAFROLE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1,3-PENTADIENE (I) (OR) 1-METHYLBUTADIENE (I)",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1,4,5,8-DIMETHANONAPHTHALENE, 1,2,3,4,10,10-HEXA-CHLORO-1,4,4A,5,8,8A,-HEXAHYDRO-, (1ALPHA, 4ALPHA, 4ABETA, 5ALPHA, 8ALPHA, 8ABETA)- (OR) ALDRIN",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1,4,5,8-DIMETHANONAPHTHALENE, 1,2,3,4,10,10-HEXA-CHLORO-1,4,4A,5,8,8A,-HEXAHYDRO-, (1ALPHA, 4ALPHA, 4ABETA, 5BETA, 8BETA, 8ABETA)- (OR) ISODRIN",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1,4-NAPHTHALENEDIONE (OR) 1,4-NAPHTHOQUINONE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"1-PROPENE, 1,1,2,3,3,3-HEXACHLORO- (OR) HEXACHLOROPROPENE",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"2,4-DICHLOROPHENOL (OR) PHENOL, 2,4-DICHLORO-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"2,6-DICHLOROPHENOL WASTE FROM THE PRODUCTION OF 2,4-D.",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
"2,6-DINITROTOLUENE (OR) BENZENE, 2-METHYL-1,3-DINITRO-",Waste Flows/Hazardous Waste,kg,,0,0,0,0,1,0,0
