BEA_2017_Sector_Code,BEA_2017_Sector_Name,BEA_2017_Summary_Code,BEA_2017_Summary_Name,BEA_2017_Detail_Code,BEA_2017_Detail_Name,USEEIO_Code,USEEIO_Industry,NAICS_2017_Code,NAICS_2017_Name
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23834,Tile and Terrazzo Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238340,Tile and Terrazzo Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23835,Finish Carpentry Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23835,Finish Carpentry Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23835,Finish Carpentry Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23835,Finish Carpentry Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238350,Finish Carpentry Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238350,Finish Carpentry Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238350,Finish Carpentry Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238350,Finish Carpentry Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23839,Other Building Finishing Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23839,Other Building Finishing Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23839,Other Building Finishing Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23839,Other Building Finishing Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238390,Other Building Finishing Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238390,Other Building Finishing Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238390,Other Building Finishing Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238390,Other Building Finishing Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",2389,Other Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,2389,Other Specialty Trade Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23891,Site Preparation Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23891,Site Preparation Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23891,Site Preparation Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23891,Site Preparation Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23891,Site Preparation Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23891,Site Preparation Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23891,Site Preparation Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23891,Site Preparation Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23891,Site Preparation Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23891,Site Preparation Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23891,Site Preparation Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23891,Site Preparation Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238910,Site Preparation Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238910,Site Preparation Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238910,Site Preparation Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238910,Site Preparation Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238910,Site Preparation Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238910,Site Preparation Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238910,Site Preparation Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238910,Site Preparation Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238910,Site Preparation Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238910,Site Preparation Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238910,Site Preparation Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238910,Site Preparation Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23899,All Other Specialty Trade Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238990,All Other Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238990,All Other Specialty Trade Contractors
